Symbol,Uniprot,PDB-ID
MAPT,P10636,"1I8H,2MZ7,2ON9,3OVL,4E0M,4E0N,4E0O,4FL5,4GLR,4NP8,4TQE,4Y32,4Y3B,4Y5I,5DMG,5E2V,5E2W,5HF3,5K7N,5MO3,5MP1,5MP3,5MP5,5N5A,5N5B,5NVB,5O3L,5O3O,5O3T,5V5B,5V5C,5ZIA,5ZV3,6BB4,6CVJ,6CVN,6DC8,6DC9,6DCA,6FBW,6FI5,6GK7,6GK8,6GX5,6H06,6HRE,6HRF,6LRA,6N4P,6NK4,6NWP,6NWQ,6ODG,6PXR,6QJH,6QJM,6QJP,6QJQ,6TJO,6TJX,6VH7,6VHA,6VHL,6VI3,6XLI,7EYC,7KQK,7MKF,7MKG,7MKH,7NRQ,7NRS,7NRT,7NRV,7NRX,7P65,7P66,7P67,7P68,7P6A,7P6B,7P6C,7P6D,7P6E,7PQC,7PQP,7QJV,7QJW,7QJX,7QJY,7QJZ,7QK1,7QK2,7QK3,7QK5,7QK6,7QKF,7QKG,7QKH,7QKI,7QKJ,7QKK,7QKL,7QKM,7QKU,7QKV,7QKW,7QKX,7QKY,7QKZ,7QL0,7QL1,7QL2,7QL3,7QL4,7R4T,7R5H,7SP1,7U0Z,7UPE,7UPF,7UPG,7YMN,7YPG,8AZU,8BGS,8BGV,8BYN,8CAQ,8CAX,8FNZ,8FUG,8FYU,8G54,8G55,8G58,8GCK,8KDX,8OH2,8OHI,8OHP,8OI0,8OP0,8OPI,8ORE,8ORF,8ORG,8OT6,8OT9,8OTC,8OTG,8OTH,8OTI,8OTJ,8P34,8PII,8PPO,8Q27,8Q2J,8Q2K,8Q2L,8Q7F,8Q7L,8Q7M,8Q7P,8Q7T,8Q88,8Q8C,8Q8D,8Q8E,8Q8F,8Q8L,8Q8M,8Q8R,8Q8S,8Q8U,8Q8V,8Q8W,8Q8X,8Q8Y,8Q8Z,8Q92,8Q97,8Q98,8Q99,8Q9A,8Q9B,8Q9C,8Q9D,8Q9E,8Q9F,8Q9G,8Q9H,8Q9I,8Q9J,8Q9K,8Q9L,8Q9M,8Q9O,8QCP,8QCR,8QDV,8QJJ,8R3T,8SEH,8SEI,8TTL,8TTN,8UQ7,8V1N,8WCP,8ZWL,8ZWM,8ZX6,9BBL,9BBM,9BXI,9BXO,9BXQ,9BXR,9CGX,9CGZ,9CZI,9CZL,9EO7,9EO9,9EOE,9EOG,9EOH,9ERM,9ERN,9ERO,9G13,9GG0,9GG1,9GG6,9H5G,9H5J,9HBB"
IL1R1,P14778,"1G0Y,1IRA,1ITB,4DEP,4GAF"
SLC25A4,P12235,
ADM,P35318,"2FLY,2L7S,4RWF,5V6Y,6UUN,6UUS,6V2E,7VV0"
PLG,P00747,"1B2I,1BML,1BUI,1CEA,1CEB,1DDJ,1HPJ,1HPK,1I5K,1KI0,1KRN,1L4D,1L4Z,1PK4,1PKR,1PMK,1QRZ,1RJX,2DOH,2DOI,2KNF,2L0S,2PK4,3UIR,4A5T,4CIK,4DCB,4DUR,4DUU,5HPG,5UGD,5UGG,6D3X,6D3Y,6D3Z,6D40,6OG4,6OQJ,6OQK,6Q1U,6UZ4,6UZ5,7E50,7THS,7UAH,8F7U,8F7V,8UQ6,9AZK"
STAT6,P42226,"1OJ5,4Y5U,4Y5W,5D39,5NWM,5NWX,9BIG"
HNRNPM,P52272,"2DGV,2DH9,2DO0,2OT8"
PRNP,"['P04156', 'F7VJQ1']",
SDC3,O75056,
GATA4,P43694,"2M9W,8VG0,8VG1"
VWF,P04275,"1AO3,1ATZ,1AUQ,1FE8,1FNS,1IJB,1IJK,1M10,1OAK,1SQ0,1U0N,1UEX,2ADF,2MHP,2MHQ,3GXB,3HXO,3HXQ,3PPV,3PPW,3PPX,3PPY,3ZQK,4C29,4C2A,4C2B,4DMU,4NT5,5BV8,6FWN,6N29,7EOW,7F49,7KWO,7P4N,7PMV,7PNF,7ZWH,8D3C,8D3D"
SLAMF7,Q9NQ25,
CHRNA1,P02708,"4ZJS,5HBT"
HNRNPC,P07910,"1TXP,1WF2,2MXY,2MZ1,3LN4"
IL2,P60568,"1IRL,1M47,1M48,1M49,1M4A,1M4B,1M4C,1NBP,1PW6,1PY2,1QVN,1Z92,2B5I,2ERJ,3INK,3QAZ,3QB1,4NEJ,4NEM,5LQB,5M5E,5UTZ,6LX3,6LXW,6VWU,6YE3,7DR4,7M2G,7RA9,7RAA,7YZJ,7ZMZ,8SOW,8SOZ,8WYR,8WYS"
TBK1,Q9UHD2,"4EFO,4EUT,4EUU,4IM0,4IM2,4IM3,4IW0,4IWO,4IWP,4IWQ,5EOA,5EOF,5EP6,5W5V,6BNY,6BOD,6BOE,6CQ0,6CQ4,6CQ5,6NT9,6O8B,6RSR,6RST,6RSU"
CLCN1,P35523,"6COY,6COZ,6QV6,6QVB,6QVC,6QVD,6QVU,8WXI,8WXJ"
CFH,P08603,"1HAQ,1HCC,1HFH,1HFI,2BZM,2G7I,2IC4,2JGW,2JGX,2KMS,2QFG,2QFH,2RLP,2RLQ,2UWN,2V8E,2W80,2W81,2WII,2XQW,3GAU,3GAV,3GAW,3KXV,3KZJ,3OXU,3R62,3RJ3,3SW0,4AYD,4AYE,4AYI,4AYM,4B2R,4B2S,4J38,4K12,4ONT,4ZH1,5NBQ,5O32,5O35,5WTB,6ATG,6ZH1,7WKI,7ZJM,9F7I"
MYD88,Q99836,"2JS7,2Z5V,3MOP,4DOM,4EO7,6I3N,7BEQ,7BER,7L6W,8W8M"
MB,P02144,3RGK
LCN2,P80188,"1DFV,1L6M,1NGL,1QQS,1X71,1X89,1X8U,3BY0,3CBC,3CMP,3DSZ,3DTQ,3FW4,3FW5,3HWD,3HWE,3HWF,3HWG,3I0A,3K3L,3PEC,3PED,3T1D,3TF6,3TZS,3U0D,4GH7,4IAW,4IAX,4K19,4MVI,4MVK,4MVL,4QAE,4ZFX,4ZHC,4ZHD,4ZHF,4ZHG,4ZHH,5JR8,5KHP,5KIC,5KID,5MHH,5N47,5N48,5NKN,6GQZ,6GR0,6O5D,6QMU,6S8V,6SUA,6Z2C,6Z6Z,8UYN,8UZ9"
CAPN3,P20807,"4OKH,6BDT,6BGP,6BJD,6BKJ"
TLR2,O60603,"1FYW,1FYX,1O77,2Z7X,2Z80,6NIG,8AR0"
HSPB3,Q12988,6F2R
CORT,O00230,"7S8L,7S8M,7VDL,7VV4,8X8L"
DSTN,P60981,
DSP,P15924,"1LM5,1LM7,3R6N,5DZZ"
PAX3,P23760,3CMY
NR1H4,Q96RI1,"1OSH,3BEJ,3DCT,3DCU,3FLI,3FXV,3GD2,3HC5,3HC6,3L1B,3OKH,3OKI,3OLF,3OMK,3OMM,3OOF,3OOK,3P88,3P89,3RUT,3RUU,3RVF,4OIV,4QE8,4WVD,5IAW,5ICK,5Q0I,5Q0J,5Q0K,5Q0L,5Q0M,5Q0N,5Q0O,5Q0P,5Q0Q,5Q0R,5Q0S,5Q0T,5Q0U,5Q0V,5Q0W,5Q0X,5Q0Y,5Q0Z,5Q10,5Q11,5Q12,5Q13,5Q14,5Q15,5Q16,5Q17,5Q18,5Q19,5Q1A,5Q1B,5Q1C,5Q1D,5Q1E,5Q1F,5Q1G,5Q1H,5Q1I,5WZX,5Y1J,5Y44,5Y49,5YXB,5YXD,5YXJ,5YXL,5Z12,6A5W,6A5X,6A5Y,6A5Z,6A60,6HL0,6HL1,6ITM,7D42,7TRB,7VUE,8HBM,8HD3"
FABP4,P15090,"1TOU,1TOW,2HNX,2NNQ,3FR2,3FR4,3FR5,3P6C,3P6D,3P6E,3P6F,3P6G,3P6H,3Q6L,3RZY,4NNS,4NNT,5D45,5D47,5D48,5D4A,5EDB,5EDC,5HZ6,5HZ8,5Y0F,5Y0G,5Y0X,5Y12,5Y13,6AYL,6LJS,6LJT,6LJU,6LJV,6LJW,6LJX,7FVU,7FVV,7FVW,7FVX,7FVY,7FVZ,7FW0,7FW1,7FW2,7FW3,7FW4,7FW5,7FW6,7FW7,7FW8,7FW9,7FWA,7FWB,7FWC,7FWD,7FWE,7FWF,7FWG,7FWH,7FWJ,7FWK,7FWL,7FWM,7FWN,7FWO,7FWP,7FWQ,7FWR,7FWS,7FWU,7FWV,7FWW,7FWX,7FWY,7FWZ,7FX0,7FX1,7FX2,7FX3,7FX4,7FX5,7FX6,7FX7,7FX8,7FX9,7FXA,7FXB,7FXC,7FXE,7FXF,7FXG,7FXH,7FXI,7FXJ,7FXK,7FXL,7FXM,7FXN,7FXP,7FXQ,7FXR,7FXS,7FXT,7FXU,7FXV,7FXW,7FXX,7FXY,7FXZ,7FY2,7FY3,7FY4,7FY5,7FY6,7FY7,7FY9,7FYB,7FYC,7FYE,7FYF,7FYG,7FYH,7FYI,7FYJ,7FYK,7FYL,7FYM,7FYO,7FYP,7FYQ,7FYR,7FYS,7FYT,7FYU,7FYV,7FYX,7FYY,7FYZ,7FZ0,7FZ1,7FZ2,7FZ3,7FZ4,7FZ5,7FZ6,7FZ7,7FZ8,7FZ9,7FZA,7FZB,7FZC,7FZD,7FZE,7FZF,7FZH,7FZI,7FZJ,7FZK,7FZL,7FZM,7FZN,7FZO,7FZP,7FZR,7FZS,7FZT,7FZU,7FZV,7FZW,7FZX,7FZY,7FZZ,7G02,7G03,7G05,7G06,7G07,7G08,7G09,7G0A,7G0C,7G0F,7G0G,7G0H,7G0I,7G0J,7G0K,7G0L,7G0M,7G0N,7G0O,7G0P,7G0Q,7G0R,7G0S,7G0T,7G0U,7G0V,7G0X,7G0Y,7G0Z,7G10,7G11,7G12,7G13,7G14,7G15,7G16,7G17,7G18,7G19,7G1A,7G1B,7G1C,7G1D,7G1E,7G1F,7G1G,7G1H,7G1I,7G1J,7G1K,7G1L,7G1M,7G1N,7G1O,7G1P,7G1R,7G1S,7G1T,7G1U,7G1V,7G1W,7G1Y,7G1Z,7G20,7G21,7WC3,8S1K,8WDX,8WE3"
MPO,P05164,"1CXP,1D2V,1D5L,1D7W,1DNU,1DNW,1MHL,1MYP,3F9P,3ZS0,3ZS1,4C1M,4DL1,4EJX,5FIW,5MFA,5UZU,6AZP,6BMT,7OIH"
ISL1,P61371,
NEFL,P07196,
TNNT3,P45378,
MYH1,P12882,
TNNC2,P02585,7KAA
HDAC1,Q13547,"4BKX,5ICN,6Z2J,6Z2K,7AO8,7AO9,7AOA,7SME,8VOJ,8VPQ,8VRT"
MERTK,Q12866,"2DBJ,2P0C,3BPR,3BRB,3TCP,4M3Q,4MH7,4MHA,5K0K,5K0X,5TC0,5TD2,5U6C,6MEP,7AAX,7AAY,7AAZ,7AB0,7AB1,7AB2,7AVX,7AVY,7AVZ,7AW0,7AW1,7AW2,7AW3,7AW4,7CQE,7DXL,7M5Z,7OAM,7OLS,7OLV,7OLX,7XHY,9BHI,9BHJ,9BHK"
TNNT1,P13805,
DMD,P11532,"1DXX,1EG3,1EG4,3UUN"
ANK2,Q01484,"4D8O,4RLV,4RLY,5Y4D,5Y4E,5Y4F,5YIR,5YIS,6KZJ,6M3Q"
LAMA2,P24043,"4YEP,4YEQ"
CAMK2A,Q9UQM7,"2VZ6,3SOA,5IG3,6OF8,6VZK,6W4O,6W4P,6X5G,6X5Q,7KL0,7KL1,7KL2,7REC,7UIQ,7UIR,7UIS,7UJP,7UJQ,7UJR,7UJS,7UJT,9EOY"
INHBB,P09529,7U5O
CASP8,Q14790,"1F9E,1I4E,1QDU,1QTN,2C2Z,2FUN,2K7Z,2Y1L,3H11,3KJN,3KJQ,4JJ7,4PRZ,4PS1,4ZBW,5H31,5H33,5JQE,5L08,6AGW,6PX9,7DEE,7LVJ,7LVM,8YBX,8YD7,8YD8,8YM4,8YM5,8YM6,8YNI,8YNK,8YNL,8YNM,8YNN"
GSK3B,P49841,"1GNG,1H8F,1I09,1J1B,1J1C,1O6K,1O6L,1O9U,1PYX,1Q3D,1Q3W,1Q41,1Q4L,1Q5K,1R0E,1UV5,2JDO,2JDR,2JLD,2O5K,2OW3,2UW9,2X39,2XH5,3CQU,3CQW,3DU8,3E87,3E88,3E8D,3F7Z,3F88,3GB2,3I4B,3L1S,3M1S,3MV5,3OW4,3PUP,3Q3B,3QKK,3SAY,3SD0,3ZDI,3ZRK,3ZRL,3ZRM,4ACC,4ACD,4ACG,4ACH,4AFJ,4B7T,4DIT,4EKK,4IQ6,4J1R,4J71,4NM0,4NM3,4NM5,4NM7,4PTC,4PTE,4PTG,5F94,5F95,5HLN,5HLP,5K5N,5KPK,5KPL,5KPM,5OY4,5T31,6B8J,6BUU,6GJO,6GN1,6H0U,6HK3,6HK4,6HK7,6NPZ,6TCU,6V6L,6Y9R,6Y9S,7B6F,7OY5,7SXH,7SXJ,7U2Z,7U31,7U33,7U36,7Z1F,7Z1G,8AUZ,8AV1,8DJC,8DJD,8DJE,8FF8,8QJI,8XN6"
NPPB,P16860,"1YK1,3N56"
PBRM1,Q86U86,"2KTB,3G0J,3HMF,3IU5,3IU6,3K2J,3LJW,3MB4,3TLP,4Q0N,4Q0O,4Y03,5E7D,5FH6,5FH7,5FH8,5HRV,5HRW,5HRX,5II1,5II2,5IID,6OXB,6ZN6,6ZNV,6ZS3,6ZS4,7VDV,7Y8R,8FTA"
MYOM2,P54296,
MUC16,Q8WXI7,"7SA9,8GKL,8VM1,8VRS"
SAA1,P0DJI8,"4IP8,4IP9,6MST,7ZKY"
NRCAM,Q92823,"1UEN,1UEY"
MYL6B,P14649,"1OE9,1W7I,1W7J,7PLT,7PLU,7PLV,7PLW,7PLX,7PLY,7PLZ,7PM0,7PM1,7PM2,7PM5,7PM6,7PM7,7PM8,7PM9,7PMA,7PMB,7PMC,7PMD,7PME,7PMF,7PMG,7PMH,7PMI,7PMJ,7PML"
SNTA1,Q13424,
DES,P17661,
SERPINF1,P36955,1IMV
EMD,P50402,"1JEI,2ODC,2ODG,6GHD,6RPR,7NDY"
AKT2,P31751,"1GZK,1GZN,1GZO,1MRV,1MRY,1O6K,1O6L,1P6S,2JDO,2JDR,2UW9,2X39,2XH5,3D0E,3E87,3E88,3E8D,8Q61,9C1W"
CXCL9,Q07325,
IFIH1,Q9BYX4,"2RQB,3B6E,3GA3,4GL2,7DNI,7DNJ,7JL0,7JL2"
SCN1A,P35498,7DTD
NSF,P46459,6KZQ
FABP3,P05413,"1G5W,1HMR,1HMS,1HMT,2HMB,3RSW,3WBG,3WVM,3WXQ,4TJZ,4TKB,4TKH,4TKJ,4WBK,5B27,5B28,5B29,5CE4,5HZ9,6AQ1,7EGO,7EUV,7EUW,7FBF,7FBM,7FBN,7FC4,7FCG,7FCX,7FD7,7FDT,7FDU,7FDX,7FEK,7FEU,7FEZ,7FF6,7FFK,7FFX,7FG1,7FG5,7FZQ,7V2G,7V5U,7VB1,7WCI,7WD6,7WDJ,7WE5,7WF0,7WJ1,7WKB,7WKG,7WOM,7WPG,7WPU,7WPW,7WQ7,7X48,7X4J,7X50,7XBC,7XHM,7XHU,8GEW"
ACTN3,Q08043,"1TJT,1WKU,3LUE"
CSRP3,P50461,"2O10,2O13"
PPP1CB,P62140,
MYO5A,Q9Y4I1,"4D07,4J5L,4LLI,4LX1,4LX2,5JCY,5JCZ"
RAB11A,P62491,"1OIV,1OIW,1OIX,1YZK,2D7C,2GZD,2GZH,2HV8,4C4P,4D0L,4D0M,4LWZ,4LX0,4UJ3,4UJ4,4UJ5,5C46,5C4G,5EUQ,5EZ5,5FBL,5FBQ,5FBR,5FBV,5FBW,5JCZ,6DJL,6IXV,8VOF"
HNRNPA1,P09651,"1HA1,1L3K,1PGZ,1PO6,1U1K,1U1L,1U1M,1U1N,1U1O,1U1P,1U1Q,1U1R,1UP1,2H4M,2LYV,2UP1,4YOE,5MPG,5MPL,5ZGD,5ZGL,6BXX,6DCL,6J60,7BX7,7ZJ2,8IK7,8IKB,8IKP,8IKS,8RZV,9F1S,9F4D,9F4G,9F4H,9F4J,9F4K,9F4L,9F4M,9F4N,9F4O,9F4P,9F4Q,9F4R,9F4S,9F4T,9F4U,9F4V,9F4W,9F4X,9F4Y,9F4Z,9F50,9F51,9F52,9F53,9F54,9F55,9F5C,9F5D,9F5E,9F5F,9F5G,9F5K,9F7F,9F7H,9GEA,9GPJ,9HQJ,9HQL"
EZH2,Q15910,"4MI0,4MI5,5GSA,5H14,5H15,5H17,5H19,5H24,5H25,5HYN,5IJ7,5IJ8,5LS6,5U5T,5U62,5WG6,5WUK,6C23,6C24,6LO2,6P5L,6U4Y,6WKR,7AT8,7QJG,7QJU,7QK4,8EQV,8FYH,8T9G,8TAS,8TB9,9C8U"
TNNI1,P19237,
MGP,P08493,
KAT2B,Q92831,"1CM0,1JM4,1N72,1WUG,1WUM,1ZS5,2RNW,2RNX,3GG3,4NSQ,5FDZ,5FE0,5FE1,5FE2,5FE3,5FE4,5FE5,5FE6,5FE7,5FE8,5FE9,5LVQ,5LVR,5MKX,6J3O"
MEF2A,Q02078,"1C7U,1EGW,1LEW,3KOV,3MU6,3P57,6BYY,6BZ1,7XUZ"
TNNI2,P48788,"2MKP,7KAA"
TPI1,P60174,"1HTI,1KLG,1KLU,1WYI,2IAM,2IAN,2JK2,2VOM,4BR1,4E41,4POC,4POD,4UNK,4UNL,4ZVJ,6C2G,6D43,6NLH,6UP1,6UP5,6UP8,6UPF,7RDE,7SX1,7T0Q,7UXB,7UXV"
GFRAL,Q6UXV0,"5VZ4,6Q2J,6WMW"
APOB,P04114,"9BD1,9BD8,9BDE,9BDT,9COO"
TWIST1,Q15672,"2MJV,8OSB"
DYSF,O75923,"4CAH,4CAI,4IHB,4IQH,7JOF,7K6B,7KRB,9B8K,9B8L"
HFE,Q30201,"1A6Z,1DE4"
PIK3CD,O00329,"5DXU,5M6U,5T8F,5UBT,5VLR,6G6W,6OCO,6OCU,6PYR,6PYU,7JIS,7LM2,7LQ1,8BCY,8S3R,9GCF,9GDI"
PPP3CA,Q08209,"1AUI,1M63,1MF8,2JOG,2JZI,2P6B,2R28,2W73,3LL8,4F0Z,4Q5U,5C1V,5SVE,6NUC,6NUF,6NUU,6UUQ,9B9G"
MYH4,Q9Y623,
MYL3,P08590,"5TBY,8ACT,8G4L"
HGS,O14964,"2D3G,3F1I,3OBQ,3ZYQ,4AVX"
SYNJ2BP,P57105,"2ENO,2JIK,2JIN,7P73,7P74,7PC9,7R2M,7R2T,8AEL"
PYGL,P06737,"1EM6,1EXV,1FA9,1FC0,1L5Q,1L5R,1L5S,1L7X,1XOI,2ATI,2QLL,2ZB2,3CEH,3CEJ,3CEM,3DD1,3DDS,3DDW,8EMS"
ATOH7,Q8N100,
CXCL12,P48061,"1A15,1QG7,1SDF,1VMC,2J7Z,2K01,2K03,2K04,2K05,2KEC,2KED,2KEE,2KOL,2N55,2NWG,2SDF,3GV3,3HP3,4LMQ,4UAI,6SHR,7SK3,7SK4,7SK5,7SK6,7SK7,7SK8,8K3Z,8U4O"
EML4,Q9HC35,4CGC
APOE,P02649,"1B68,1BZ4,1EA8,1GS9,1H7I,1LE2,1LE4,1LPE,1NFN,1NFO,1OEF,1OEG,1OR2,1OR3,2KC3,2KNY,2L7B,6IWB,6NCN,6NCO,7FCR,7FCS,7UVJ,8AX8,8AX9,8CDY,8CE0,8GRX"
KCNA1,Q09470,
CXCR4,P61073,"2K03,2K04,2K05,2N55,3ODU,3OE0,3OE6,3OE8,3OE9,4RWS,8GP3,8I0Q,8K3Z,8U4N,8U4O,8U4P,8U4Q,8U4R,8U4S,8U4T"
SPARCL1,Q14515,7KBU
ABCB4,P21439,"6S7P,7NIU,7NIV,7NIW"
CAST,P20810,
PSMA6,P60900,"4R3O,4R67,5A0Q,5GJQ,5GJR,5L4G,5LE5,5LEX,5LEY,5LEZ,5LF0,5LF1,5LF3,5LF4,5LF6,5LF7,5LN3,5M32,5T0C,5T0G,5T0H,5T0I,5T0J,5VFO,5VFP,5VFQ,5VFR,5VFS,5VFT,5VFU,6AVO,6E5B,6KWY,6MSB,6MSD,6MSG,6MSH,6MSK,6R70,6REY,6RGQ,6WJD,6WJN,6XMJ,7AWE,7B12,7LXV,7NAN,7NAO,7NAP,7NAQ,7NHT,7PG9,7QXN,7QXP,7QXU,7QXW,7QXX,7QY7,7QYA,7QYB,7V5G,7V5M,7W37,7W38,7W39,7W3A,7W3B,7W3C,7W3F,7W3G,7W3H,7W3I,7W3J,7W3K,7W3M,8BZL,8CVR,8CVS,8CVT,8CXB,8JRI,8JRT,8JTI,8QYJ,8QYL,8QYM,8QYN,8QYO,8QYS,8QZ9,8TM3,8TM4,8TM5,8TM6,8UD9,8USB,8USC,9E8G,9E8H,9E8I,9E8J,9E8K,9E8L,9E8N,9E8O,9E8Q"
HNRNPDL,O14979,7ZIR
MBNL1,Q9NR56,"3D2N,3D2Q,3D2S,5U6H,5U6L,5U9B"
TF,P02787,"1A8E,1A8F,1B3E,1BP5,1BTJ,1D3K,1D4N,1DTG,1FQE,1FQF,1JQF,1N7W,1N7X,1N84,1OQG,1OQH,1RYO,1SUV,2HAU,2HAV,2O7U,2O84,3FGS,3QYT,3S9L,3S9M,3S9N,3SKP,3V83,3V89,3V8X,3VE1,4H0W,4X1B,4X1D,5DYH,5H52,5WTD,5X5P,5Y6K,6CTC,6D03,6D04,6D05,6JAS,6SOY,6SOZ,6UJ6,7FFM,7FFU,7Q1L,8BRC"
DUX4,Q9UBX2,"5Z2S,5Z2T,5Z6Z,5ZFW,5ZFY,5ZFZ,6A8R,6DFY,6E8C,6U81,6U82"
NOS1,P29475,"4D1N,4UCH,4UH5,4UH6,4V3U,5ADF,5ADG,5ADI,5FVU,5FVV,5FVW,5FVX,5UO1,5UO2,5UO3,5UO4,5UO5,5UO6,5UO7,5VUV,5VUW,5VUX,5VUY,5VUZ,5VV0,5VV1,5VV2,5VV3,5VV4,5VV5,6AUY,6AUZ,6AV0,6AV1,6AV2,6AV3,6AV4,6AV5,6CIC,6CID,6NG1,6NG2,6NG4,6NG5,6NG6,6NG7,6NG8,6NGA,6NGB,6NGC,6NGD,6NGE,6NGF,6NGH,6NGI,6NHB,6NHC,6PNA,6PNB,6PNC,6PND,6PNE,6PNF,6PNG,6PNH,6PO5,6PO7,6PO8,6PO9,6POA,6POB,6POC,6POT,7TS1,7TS2,7TS3,7TS4,7TS5,7TS6,7TS7,7TS8,7UAM,7US7,7US8,8BI8,8BI9,8FGF,8FGG,8FGH,8FGI,8FGJ,8FGK,8FGL,8FGM,8UFP,8UFQ"
MMP14,P50281,"1BQQ,1BUV,2MQS,3C7X,3MA2,3X23,4P3C,4P3D,4QXU,5H0U,6CLZ,6CM1"
TNFSF11,O14788,"3URF,5BNQ"
EPOR,P19235,"1CN4,1EBA,1EBP,1EER,1ERN,2JIX,2MV6,4Y5V,4Y5X,4Y5Y,6E2Q,6I4X,6MOE,6MOF,6MOH,6MOI,6MOJ,6MOK,6MOL,8VUI,8VVM,8VVO"
PKD2,Q13563,"2KLD,2KLE,2KQ6,2Y4Q,3HRN,3HRO,5K47,5MKE,5MKF,5T4D,6A70,6D1W,6T9N,6T9O,6WB8,8HK7,8K3S"
LGALS3,P17931,"1A3K,1KJL,1KJR,2NMN,2NMO,2NN8,2XG3,3AYA,3AYC,3AYD,3AYE,3T1L,3T1M,3ZSJ,3ZSK,3ZSL,3ZSM,4BLI,4BLJ,4BM8,4JC1,4JCK,4LBJ,4LBK,4LBL,4LBM,4LBN,4LBO,4R9A,4R9B,4R9C,4R9D,4RL7,4XBN,5E88,5E89,5E8A,5EXO,5H9P,5H9R,5IUQ,5NF7,5NF9,5NFA,5NFB,5NFC,5OAX,5ODY,6B8K,6EOG,6EOL,6EXY,6EYM,6F2Q,6F6Y,6FK2,6FOF,6G0V,6H64,6I74,6I75,6I76,6I77,6I78,6KXA,6KXB,6Q0Q,6Q17,6QGE,6QGF,6QLN,6QLO,6QLP,6QLQ,6QLR,6QLS,6QLT,6QLU,6RHL,6RHM,6RZF,6RZG,6RZH,6RZI,6RZJ,6RZK,6RZL,6RZM,6TF6,6TF7,6Y4C,6Y78,6ZVF,7BE3,7CXA,7DF5,7RDO,7RDP,7RGX,7RGY,7RGZ,7RH0,7RH1,7RH3,7RH4,7XFA,7ZQX,8BZ3,8ITX,8ITZ,8OJI,8OJK,8OJM,8OJO,8PBF,8PF9,8PFF,8PPN"
ITGA7,Q13683,
MYBPC2,Q14324,"2E7C,2EDK,2EDN"
FYN,P06241,"1A0N,1AOT,1AOU,1AVZ,1AZG,1EFN,1FYN,1G83,1M27,1NYF,1NYG,1SHF,1ZBJ,2DQ7,2MQI,2MRJ,2MRK,3H0F,3H0H,3H0I,3UA6,3UA7,4D8D,4EIK,4U17,4U1P,4ZNX,5ZAU,6EDF,6IPY,6IPZ,7A2J,7A2K,7A2L,7A2M,7A2N,7A2O,7A2P,7A2Q,7A2R,7A2S,7A2T,7A2U,7A2V,7A2W,7A2X,7A2Y,7A2Z,7UD6,8KDX"
GPD1L,Q8N335,2PLA
TRDN,Q13061,
CASQ1,P31415,"3UOM,5CRD,5CRE,5CRG,5CRH,8F48"
PLA2G6,O60733,
CFLAR,O15519,"2N5R,3H11,3H13,6M6O,7DEE,7LXC,8YBX,8YD7,8YD8,8YM4,8YM5,8YM6,8YNI,8YNK,8YNL,8YNM,8YNN"
